text,label
nidai na dawo daga rakiya 😂😂 allah yaraka taki guna 🐟🙏🏻,1
na rasa mahaifiya da yaruwata a wannan shekarar so bazan taba mantawa da ita ba har nima in koma ga allah 😭😭,1
matsoracin kawai kasan cewa dai sunfi karfi ka🙄🙄,1
toh allah ya raba mu da mugun ji da mugun gani🙏,0
ya allah ka gafarta masa 😭kuma allah kataimaka mana tun duniyar nanduk mai hannu wurin kisansayaa allah ka tinamasu asirika wulaƙantasu birahmatika 🤲,0
baba buhari dodar 😂 yanzu kam yan nigeria sun soma ganin abinda suka zaba akar wuta baba wuta sallau 😂 😂,1
kurunkusazo gurin bahaushe yace girma ya fadi wai rakumi ya shanye ruwan yan tsaki🤕🤕 dan allah bbc ku goge wannan labarin tun kafin aljanu na su tashi😩😩🙄🙄,1
dogo ba hankaliqarya ne😏,1
aikin baxanz anbar abunda yakamata ayi anzo ana aiki iska karufe mana sai mi😕,1
baxaku gyara ba kenan😂,1
wandama dai ya fita can ta matsemasa 😋,1
aljannah da mata ta gari🧕🧕,0
shege tsalle kawai yake yi🤣🤣,1
waldan yan maza aikunku na kyau yakamata ku dawo ku huta a tura matan nan na kwanakin baya da aka baza a titin abj zuwa kaduna😅💔,0
ta faru ta qare wai uwar gulma tayi cikin shege😂😂😂,1
faduwa a kwata shine bamu so😂😂,1
madallah da wannan mataki 👌🏻,0
nifa karyane banso 🔪🔪🙄🙄🙄🙄,1
wai dan uwar turawan nan dole se goga mana ne🤔 kawai dan sun ga mun fisu lafiya shine suke so su manna mana hauka mu ma😠😠,1
adadin nombobi sun qaru dae ba mutane ba tunda mu har yanxu bamu taba ganin wanda akema jinyan corona ba nigeria 🇳🇬 saidai muta ganin qaruwar adadin nombobi,1
allah mun tuba ka yafemu 😭😭😭,0
ehh yayi kokari 👏🏻,0
allah yasa kada haka tafaru 🙏,0
tah ragargaji uwaku😏,1
su mutanen nan matsalar su kenan 😂🤦🏽‍♂️,1
nifa haushinki nakeji wallahi in naga hotonki sai naji raina yabace wallahi😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1
uban da yafasa yaci uwarsa wanda ya fikama yayi ya gaji sbd addinin musulunci ba abin wasa bane dan uwarka😎,1
yana da cutar haukane🤔,1
bora ubah saikace cin gurasa😂😂haka ake tsamule ku😂,1
amen ranki ya dade✊,0
abinda ya dace kenan maigirma gwamna yayi allah yasa suma wadanda yayi maamalla dasu suyi koyi da shi 😭😭😭 yaallah mun tuba,0
🤔allah yazama gatan talaka kawae,0
gaskiya ne👏👌 dan uwar su yan kudin ai ba su kadai bane mutane mu ai mai damu bayi 🙄,1
allah kajanyewa duk wanda ya janye mana tallafi🤲🤲🤲🤲🤲,1
karyane wllh hala madrid sunji a jikin so👌,1
ana hegiya a kano ana neman dacewa da daren lailatul kadir kana shagaltar da jamaa ka tanadi amsar da zaka bada a gaba ga allah ranar lahira kaji ko 😤,1
allah ya yi wa malam rahma muku ka yasa mu cika da imani🤲🤲,0
allah ya saka da alkhairi shehin malami🙋,0
allah ka kawo muna karshensu a doron kasashine addu ar mu insunfi karfii hukuma basu fi karfin allah swa😭😭😭 shi zaiyi muna maganinsu,0
subhanallahi allah kamana maganin wannan musiba🙏,0
banson ganinchi ma wallahi 🤧,1
to yanzu ina ruwan mu🤷‍♂️,1
a nigeria saidai kaji me keke napep yana don allah oga kayi hakuri tsautsayi ne 😂🤣😅,1
bashida wani tasiri a nan🇳🇬 domin basusan darajar abin ba,1
maganar banza❗️ sai bayan kwana biyu da aukuwar masifa ya sami lokaci ya isa kankara saboda ba yayan sa bane aka kwashe jamaa wai wa muka wa laifi a qasan nan da ran talaka ya zama na kaza ma ya fi shi daraja❓,1
allah ya zama gatanka 😆😂,0
to masha allah allah yasa albarka kuma tsare sedai gsky ni ina gudun irin wannan abubuwan karfa ayi kuma mahassada suzo suyita yakar nigeria akansa muma atashemu tsaye 🤔 allah dai yasa mudace kawai 🤲,0
hhhh🤣😃su buba anyi mummunan karshe anata borin kunya👌,1
wannan bashi bane a gaban mu yan nigeria 🇳🇬 su har abada bazasu gane menene matsalar mu ba wannan bashi bane abinda muka turasu su wakilce mu ba,1
kaji karya mu bada labari😂😂😂,1
ok tom amma karka manta da tun 2020 muke hakuri har 2021 kaga shekara 1 kenan amma muna godiya bisa kulawarka allah ya wuce mana gaba sannan ya tabbatar mana da alkhairinsa ameen 🤲 mun gode,0
yau da gobe abun yana ce mana tuwo a korya matuka yadda ake sanja ma iyayen mu rayi suna aurar da yarar su ga tsoffi shekaru dewa😂,1
me yasa komai kukayi yake kyau ma mutane ne 😏😏,0
allah ya kara miki lafia yija zamaninki da nisan kwana✊,0
ai ba maganar hadi alaji dumame ai duniya ne ballantana kuma ka samu bakin shayin agefe kana korawa😀,0
😢 allah ya gafarta masa da rahamarsa,0
jahili na bayan ozil🙌🏾 maxa turancin nan fah ba dole baneh,1
ya na dai kyau a kawo wannan beran ya shiga sambisa wataqilla zai gano abunda sojoji suka gaza kanshi 👌🏾,1
kaji bbc fah wai ruwan kwallo yan surku kawai🙄,1
ai bayanzu yasaba fadar karyaba dama can qaton makaryaci ne muko ajikinmu👐,1
wllh banga amfani zama da wanna zindikinba kawai ayanki mishi hukuchi da adinnimu ya tana da allah ya isa yahudanchi yachika duniya ya rabb kastarimu da tabiwa ire wanna turdakai da haihuwar ka kwara barinka wallahi 😭😭,1
allah ubangiji ka tsare mana kano 🤲,0
don uwarku yan majalisar najeriya makiya hassada ga yaran talakawa idon matsalar kudi ne meye amfanin kudaden da kuke cinyewa arage kashi hamsin na kudinku idan kashin kasa kuke mtswww😏,1
allah ya tsayyaba yar uwa 🎂 😍,0
ana zubda jinanan musulmai amma kurasa abinda zaku aiwatar sai dai kuce wai kunyi allah wadai 😭 to wallahi matukar haka zaa cigaba dayi duniyar musulmi baza ta taba zama lafiya ba,1
kai😥 allah ya sawaqe amma ana zalunci a kasar nan wlh saikaga nasama kokarinsa ya cuci na kasa dashi shi bai taimaka mai ba sannan kuma anbashi yabayar kokari yake ya danne😭 ohh allah🙆,1
ubangiji allah yabaku ikon kawo mana mafuta sahihiya allah ka tabbatar mana da tsaro a kasarmu ameen ya hayayyu ya kayyum🙏,0
ya allah ka shirya manasu fiye da tunaninmutarbiyyarmukasa su fimu ilimitausayimutunci ka kaddara biyayarsu garemu ta zarce wadda muka yi ga iyayenmuamin 🙏🙏,0
wannan kwalliyar da mijinki kikayiwa saiyafi ganin kyau dinta 😎🙏,0
na bi roko da gudu har london🏃🏃🏃🏃🏃🏃 kun iya kawo labarin mutuwar tsohon dan sanda amman baku iya kawo labarin kashe hausawa da akeyi a oyo ba daman wani tsoho a unguwar mu ya dade da tsine muku tun fadan amerika da iraq lokacin saddam hussein😤😤,1
allah karo kasuwa mai albarka thom🤲,0
haka dae haka dae bbu rananda dan najeria xaejii wata sanarwa ta saukii a rayuwarsa saedae qarin wata masifar tom allah y fisu yan tsiya😎,1
😂😂😂 kash kaga tsiyar mutanenan ko badamuwa inya kauce wa hukunckin kotu bai isa ya kaucewa na ubangiji ba ai allah na nan a madakata,1
innalillahi wainna ilaihirrajiun 😥 ya allah kadubi wannan baayi naka ka sanya musu nutsuwa da kwanciyar hankali a kasar su allah mu bayinka ne mun tuba ka gafarta mana ka jibinci lamuran mu ya waahidul qahhar🤲😭😭😭🤲🤲,0
bbc wannan minahinchi neh so kuke muce yawale tou bazaa fada bah din🙄🙄,1
allah ya mana kariya da kariyarsa🤲,0
innalillahi wa inna ilaihi rajiun allah yakaremu da kariyarsa 🙏,0
𝓐𝓵𝓵𝓪𝓱 𝔂𝓪 𝓳𝓲𝓴𝓪𝓷 𝓼𝓾 𝓭𝓪 𝓻𝓪𝓱𝓪𝓶𝓪🙏🙏,0
hhhhhhhh asara yawun bacci 🤣🤣,1
lallai wann abun haushi ne sulhu d dan taadda☹ koa finafinan india baa wann😕,1
hukuncin da ya kama ta ake yi a nigeria kenan yin hakan zai kawo saukin wannan masifa😏,0
na bi cin hanci da gudu 🏃,1
kwarai kuwa gaskiya yafada ai 👌,0
wakilan corona yan wahala 😒😒,1
tunda ka kara yawan masu cin hanci da rashawa a mulkin ka to abin da ya rage sai kuma kayi ta kamasu kana daure su shekara dari biyu daga nan duniya zata yarda 9ja tafi ko wacce kasa masu cin hanci da rasha 😂,1
insha allahu ✊ babu wani abunda zamu gani sai alkairi 🙏,0
wallahi irin makuden kudaden da ake kashewa wajen yin aure a wannan zamanin tsoro yake bani sai iyita tunanin waini zan samu dama yin auren kuwa koko dai sai fatan allah yahadamu a darassalam allah ka azurtamu kabamu daman yin aure 🚶🚶,0
ina yinki 💯 faty,0
aine allh y hadani d irin laila takamu d matukar sona 😍,0
ameen babban darekta💪 godiya da fatan alhairi,0
ameeen thumma ameeeen ramatu😁😁😁,0
son kowa kin wanda yarasa ✅✅,0
allah yajikan malam ameeeen🙏🏾,0
tachi riba😂tasaya kwai tasamu agwagi😂😂,0
hakan yana da kyau su da ɗaiɗai ya duba musu ko ana musu maguɗi 😂,0
kufa baku da hankali meye kuma na wannan tambayan🙄🙄,1
allah ya jikan ta yasa aljanna makoma agare taallah ka jikan iyayen mu da yan uwan mu baki dayaidan tamu tazo kasa mu cika da kyau da imaniameen ya allah 🤲🤲🤲,0
corona ba matsalarmu bane malam kawai kaje birnin gwarigiwakudaruda wasu bangare a jihar kaduna kaji halinda sukeciki zubar da jini balaine a kasa 😭😭😭😭,1
bazoum muhammad kaji tsoron allah ka yi adalci wa alummar niger 🇳🇪,0
shikenan dai tafaru takare wai anyiwa mai dami daya sata shima sun mayar dashi dan siyasa karfi da yaji wallahi yabani mamaki matuka amma bakomai ni daka yanzu na hakura da batun zaben wani dan takara a kasata nayi banji dadiba kuma bazaa kuma ba 💔💔💔,1
wannan abu yayi muna goyan baya💯,0
allahu akbar allah yakara daukaka addinin musulinci da musulmai🕌🙏,0
meyasa kuke haka bakwa jin kunyar karya da girmanku haba dan allah🤐🤔,1
tab lallai akwai ƙura 🤔 ya ɓata sai kace wata kaza,1
akace jirginsu yafadi yamutu 😕 😕 🏃 🚶 🚶 🚶,1
bbc kun fah san wanda yaci zabanan 😂kano sai abba,0
bafa zancen siyasa bane wanda yai wannan aikin ba maganar yafiyafa akansa kuji tsoran kucire munafurci daga zuciyarku wallahee duk me jin anyi dai dai akan wannan maganar ya mutu ahaka dan wutane allah ya isa a҈l҈l҈a҈h҈ y҈a҈ i҈s҈a҈😭,1
wai shi wannan yaushe zai daina wannan mummunan halin😏,1
amin amin oga wllhy kana baltsa wuta🔥🔥,0
allah na gode maka da kasa na zamto daya daga cikin bayin ka da suka gane cewa wannan abun baya daga cikin addinin musulunci 😭😭😭😭,0
yah allah yah allah yah allah rahma sadau dai nakeso ita ce burina😍,0
allah ya kawo zaman lafiya a kasarmu mai dorewa 🤲,0
kai jamaa wannan kasa ya allah 🤲 kayi mana maganin azzaluman cikin ta,0
allah muna rokonka albarka cin wannan watan na ramadanya allah ka tsarwatsasu 🤲,0
allah shikawo muna karshen wannan matsala🙏🙏🙏,0
ameen babban mutum 🙏,0
allah ya jikansa da rahma allah yasa aljannace makomar sa idan tamu tazo allah yasa mu cika da imani 😭😭,0
alhamdulillah zaa bude madinar mu watau kano gobe sai kano😄,0
allah yasaka masa tausayin talakawansa🤲🤲,0
toh😲 wata sabuwa inji yan chacaha,1
dan allah a bashi ko dariya mu sha😂,0
eh sunyima kansu hidima da iyalansu amma dai talakawa haryanzu hawaye 😢 ne akan idanunsu raka taki gona 👋,1
allah yasa mudace idan mun dace mudafe 🙏🌈,0
sai a ankali fasouthampton sun ci uwarsu su yau kam😂😅,1
allah ya jikanshi halinsa na gari ya bishi 😥,0
ta dabo tumbin giwa🙌🏻,0
saimunci uwarka jack 😩,1
allah yakara allah yakara karawa😂😂😂😂,0
kaga su daso an zaro idanu 😂😂😂,1
🙋‍♂️ assalamu alaykum fatima washa fatan alheri zuwa gareki allah ya kara daukaka ameen,0
hba tuzuru ne ga idansa nan yanuna🤣🤣🤣🤣,1
allah ya kaimu lokacin ameen 🤲 zamu ci abincin amarya 🤤,0
allah ka shika min buri na na haduwa da rahama sadau wataran ameen 🙏🏾,0
toh kai wani mai hankali ne xai goya ma baya shugaban kasar wuhan🤣🤣🤣,1
kano ta dabo tumbin giwa😂😂,0
ae allah wadai ya kamata suyi ba kamata yayi su dau mataki na gaggawa saboda rashin mutunchin ya isa haba 😠😠😠,1
abuja kadai ne inda ke fama da matsalar boko haram ga garuruwan da mutane sun watse sabida boko haram amma ba wani hukuncin da aka dauka gwamnatin nigeria allah shirya ya ki 😳😳😳,1
zanji dadi sosai kam😊😊,0
assalamu alaikum bbc hausa ina muku fatan alkairi tambayata ga mlm ali jita itace yanyansa nawa ina mai fatan alkairi nagode 🙏,0
yana jin yunwa kenan 😁😉😁,1
hauka kenan ko tab damuwankune ai 👐,1
barakallah masha allahu wallahi kinyi kyau sosai ba qarya💯,0
kaji iskanciwai masu bada labari na tambayar labari koh taya zamu sani oho 🙄,1
nidai kam da sauqi amma abokina fah da ya hadu dashi baiji da dadi ba don sati guda yayi da jallabiya daya jikinshi kuma yana saman bene bai sauqo ba😂😂😂,1
don allah ku kyalemu da abin corona banza haba 😌😌😌,1
wai su sharri kawai suke nema da mu ko kuma ya ga america can sai mutuwa suke amma mu kadai suka sa ma ido munafukai kawaii 😡😠,1
inalillahi wa innna illaihim rajiun 😢 ubangiji allah ya yajikansu allah yagafartamusu🤲,0
😀😀😀 tukunnah ma in dai gandolas ne kadan kuka gani,1
muna fatan allah yakarbi adduoinmu baki dai allah yazaunar da kasashen mu lafiya dan darajar annabi saw 🤲🤲🤲,0
allah yana tare dakai bulama🙌🙌,0
ni nagaji da tsoma bakina cikin lamarin wannan marar hankalin shugaba namu wallahi😭😭 wuta naci cikin gidanka ka kasa kashewa kacewai ka taimakama wani a kan tashi,1
allah ybaki ikon yin wup dashi 💖🙏,0
kayi dai dai likimo👍,0
kano ko da me kazo amfika 😀,0
ta gwada wa manutd kwanji 😂😂,0
mahaifiyata itace uwa ta gari da ta bani tarbiya na gari wanda a ko yaushe nake alfahari da ita allah ya jaddada rahma a kushewarki amin 🤲😭💓,0
kaji dan wahala kayi a banza 🖕🖕,1
shege ka fasadan yarinya munjima muna jinka karka fasa kaji 😎😎😎,1
allha dai yarabamu da girman kai malan falalu yayi mungode allha yakara daukaka da hajiya 🙋🙋🙋🙋,0
abasu fili su daku mana anayi muna watsa aya abaki 😅😅😂😂,1
yawan jitajitakamar yadda aka janyo corona virus dabakiita ma mutuwar haka zakuci gaba da janyo ta dabaki🤷🏽‍♂️🤷🏽‍♂️,1
ina tausayin wadannan mutanen wallahi bayin yan siyasa 🤔🤔,1
to nidaii kam sai hamdala wlh😂 da qyar nasha🥂 yafi da qyar aka kamani yau dinnan ba sauki ciwon arne kenan,0
mai karya dan wuta bal bal 🔥 🔥,1
ya jima bae sauka ba da yana saman me ya tsinana😗,1
girman banza yunwatatten mahaukaci amman karamin mai wayau yafishi 🤣,1
to ya kamata dai a yiwa kowa adalci 👌,0
allah sarki ganduje yana ruwa wlhi buhari ya hana kudin an hana sata😂,1
ka ji shirme ana ta kashe mutane a kauyukan danmusa batsari kankara da sauran su a jihar katsina da wasu ma bangarorin na arewa amma yana maganan kudu wannan wane irin abin ban haushi ne da rashin kishi allah wadaran naka ya lalace😡😡,1
gaskiya trump bai ya abin da ya dace ba 😎,1
allah yaqara maka lafiya baba ibbashe kune masoya arewa bamusani😭😭😭yanda muka rinqa zaginka a baya wallahi rashin sanine dan allah kayi hakuriallah yasa kagama lafiya,0
ah banga lafinsaba don barayi aka tara😂😂😂💔,1
haha 😂 suna tunanin pmb zai goyi bayansu a tsaida surukin shi ban tunanin haha,1
cewa nayi innalillahi wainna ilaihirajiun 😅😅😂😂🏃‍♀️🏃‍♀️🏃‍♀️,0
ba wani an daga kuma sai labaran karya kuka iya🤢,1
nabe hakuri da guda 🏃‍♂️dan hegiya wawa 🧐,1
allah yakawo mana karshe wadannan musibun 🙏🏼🙏🏼🙏🏼🙏🏼,0
lokachin danafara neman aurena kuma nayi kaso70 acikin dari na auren batare da temakon yanuwanaba saide allah alhamdulillah🙏,0
munyi allah wadai da lakadawa dan jarida maakacin bbchausa duka da akayi a wata coci a enugu😥😅😅😅😅😅😥😥,1
allah ya isa muna fuka🤨,1
allah ya bar sarki mai kannywood 😍,0
fata nagari lamiri kunsan ba a jima da kafa iswap ba kuke mana fatan a sake samar da wata sabuwar kungiyar 😨 allah ya kare mu,0
sannu da kokari🙏🏻naji dadi sosai da naji hirar ku da ta kasance da harshen hausa,0
aikin banza kenan dan kaduna da kayan sallah 😏😏,1
abba kawai 100💯 kwankwasia,0
🤔allah yazama gatan talaka kawae,0
to mu ina ruwan mu ta ci kutumar ubanta 🥺🥺,1
kaji fa son banza wato duk kama karyar da kuke bai isheku ba ko kunfi son a bari ku kirkiri naku yanda ranku yakeso to gaku ga kundin saiku gyara🙄🙄🙄,1
ubangiji allah yasa mudace dunia da lahira 🙏,0
wai daman shikam wani irin laifi ne yayi sannan mufa babban matsalar mu a kasan nan taaddancin da akeyi ba wai akama wannan akama wanchan bah sannan anata kashe talakawa anja baki anyi shiru bah ☹️☹️,1
madadin su dage wajen yakin masu taaddanchi da yan bindiga dadi da masu satar shanu shine 🇳🇬🇳🇬,1
gaskiya ne wannan dattijon kirki buba galadima ✊✊✊,0
toh allah yasa haka shine ya fi xama alkhairi 👏🤲🤲,0
kuma an kammala train lafiya saura da me allah ya taimaki shugabanni don su dace a samo mafita da karshen matsalolin tsaro a kasata nijeriya 🇳🇬 ameen 🙏🙏,0
wlh kana kokari sosai na yafema 🙅🙅🙅,0
hhhhh muna ruwa😥😥,1
allah yajikan sarakunanmu na arewa wadanda suka gabata da sauran yan uwa musulmi bakidaya mukuma allah yakyautata tamu amenn daga kaduna nigeria 🇳🇬,0
kaii🤣🤣🤣 ana iya hege a kasar nan,1
maganar gaskiya a nigeria ba gwamnati koh mu su ko muso ko mu ki maganar haka take dan hakika buhari tamkar gawa ne kai gwara kawar ma ta na da kwarjini shi ba aiki ba kwarjini ba bakin magana idan ko yayi magana sai ka ji dama shurun yayi allah wadaren na ka ya lalace 😭💔,1
mudai ubangij allah yakawomana saukin rayuwa a nigeria 🇳🇬,0
amarya da nasani da bazan auroki bah😁😂😂,1
tab to suwaye zaa hukun ta kenan kaji shashashu yan iska hahah 😂 ai mun riga mun cinye abunda muka sata,1
zakuyi kina ruwa😂😂😂😂,1
mun gode mishi fa san nunshi da aiki amma dan allah yaushe zai sauqa ne kam nina gajida mulkin shi 😭😭😠😠,0
wizkid yayi dai dai👍,0
mun shiga uku da tsohon nan🙄🙄🙄 dan allah kuce karsu basa baya biyan bashi mu zai bari da wahalan biya😕😒😒,1
innalillahi wa innailaihi rajiun allah kawo mana dauki a wannan jiha tamu ta zamfara dama kasa baki daya 😭😭😭,0
wlh shiyasa nakeso kazama shugaban qasa 2023 👌,0
yarbawa suna burauba a kasar nan😂😂,1
wannan mutun baya tausayin talakawa ko kadan ya allah duk wanda baya tausayin na kasa dashi allah kada ka tausaya mai ranar tausayi ana sace mutane daga kaduna zuwa zaria ya kasa yin komai amma dake zakince ne da bukatar shi ta kai dakai ai har ya fara magana allah ya isa 😭,1
real madrid an sha rangaza 😂,1
allah ya bawa baba buhari ikon cika alkawarin wannan daya dauka 🙏,0
wanan haka yake babu ja aciki narantse da allah kuma da kanku bbc kuna daya daga cikin hanyar da akebi wurin lalata kasar mu😭😭,1
ranka ya dadai sarki👑,0
zaria idan kaji anyi ihu kwarto neh 😆,1
kuma har yanzu ba labarin sauki mai yuwuwa su kuma sun irin wadannan adduoin sama miyan 100😭 allah ka duba bayin ka ka kawo mana dauki,0
lallai kam bahaushe yayi gaskiya da yace idan da ranka kasha kallo wannan batu haka yake 😂😂 jinjina ga wannan kwararre kuma zaƙaƙurin mai ɗaukan hoto,0
𝕂𝕦𝕗𝕒 𝕓𝕒 𝕜𝕦 𝕘𝕒𝕟𝕖𝕓𝕒 𝕟𝕖 𝕤𝕦𝕗𝕒 𝕜𝕒𝕟𝕒𝕨𝕒 𝕜𝕒𝕞𝕒𝕟 𝕥𝕦𝕣𝕒𝕨𝕒 𝕤𝕦𝕜𝕖 𝕕𝕒𝕘𝕒 𝕤𝕦𝕟𝕔𝕚 𝕤𝕦𝕟 𝕜𝕠𝕤𝕙𝕚 𝕥𝕠𝕙 𝕤𝕖 𝕙𝕒𝕦𝕜𝕒 𝕪𝕒 𝕥𝕒𝕤𝕙𝕚 𝕪𝕒 𝕥𝕤𝕒𝕪𝕒 𝕒𝕗𝕒𝕣𝕒 𝕟𝕖𝕞𝕒𝕟 𝕒𝕓𝕦𝕟𝕪𝕚 𝕄𝕦𝕟𝕒 𝕥𝕒𝕦𝕤𝕒𝕪𝕒 𝕞𝕦𝕜𝕦 𝕕𝕒 𝕛𝕒𝕣𝕒𝕓𝕒𝕨𝕒 😭,1
kai jamaa mekuma yamusu 🤔 toshi kawai yace musu yakoma metsintsiya subarshi yahuta allah de yafitarshi lpa,0
marasa auren fah illa ne garesu🙄🤔,1
wlh abin tausayi inde kina da gaskiya ubangiji ya fitar da ke in kuma bahaka bane ubangiji ya karbi tubanki 😭😭😭,0
kai abu bai kyau bah gaskia😲,1
uban kuturu yayi kadan su basu da raine saimu😠 mtwssss,1
riga kafi zancen banza inji polio 😂😂😂😂😂,1
jiki magayi wai duka da danyen kara muje zuwa lillo shegen wargi zakin roba dana sanin mafarauta farin dogo na aisha 👍,1
tashin hankali tofa 🤔🤔to allah ya baiyana shi,0
allah yasa muna daga cikin mahajjata🤲,0
😢 alhamdulillh tunda sunsamu guri allah zaici gaba dakare musulmai aduk inda suke,0
masha allah inason wakar domin ana gugar zana sosai a wakar😂,0
subhanailla 😢 ya allah ka dube mu,0
zan ce masa ya yi wa allah ya taimaka ya karɓi ragowar albashin sa sai ya sauka wani ya tuka motar 😭,0
allah ya kawo mana karshen ranar da zaa daina cinikin mu 🙏,0
duk wanda yaje sai dai gawarsa ta dawo😂,1
qarya kike munapukar annabi isah wlh ki tanadi kalmomin da zaki kare kanki a gaban allah atoh ubangiji zaka taba kowa ya kyaleka amma banda annabin rahma ta silar ki anzagar mana abu magi soyuwa a wajen mu allah ya isah bamu yafe ba wqi shin hoton da kikai koyrwa addini ne 😡,1
allah yakara rufa miki asiri yar uwata 🙏,0
allah sarki allah ya yaye muku wannan ciwon kuma masu yaudaranku sabida wannan ciwon su sani suma ba dabararsu ce tasa suke da lafiya allah yasa jinyarku ya zamo muku kaffara allah yasa ya zamo sanadin shiganku aljannah😭😭😭,0
allah kaba musulmi kariya a duk inda suke😭,0
😂 an gano wani sabon mugun kenan ai ana nufin na nesa ka sha sanyiinuwa,1
allah mun tuba ka mana gafara dukkanmu masu laifi ne amma fiyayen mai laifi shine inyayi laifin sai ya tuba ga allah shi kuma allah mai karbar tuba ne👋,0
aure nakeso fah duk idan naga irinku 💯💯😄😄😄,0
allah ya baki shekaru masu albarka wannan shine take nuna cewa kai mumina ceh👋,0
idan zaa fadi gaskiya jamiyan biu sune suka kowa koma bayan najeriya babu wani a cikin su daya na son cin gaban kasar mu 😞,1
maganar gaskiya rahama kina burgeni❤😳,0
kaci banza baba 😀😀😀allah ya dafa maka a mulkin ka karo na biyuamin,0
shi kullum idan zaiyi hoto a tsorace yake yismh😌,1
allah ubangiji yajikansu da rahama allah ya kyauta gaba 🙏🙏,0
hahahha bazai hakura haka ba😂😂,1
toh🤔 allah shi sauwaka,0
wai a kashe mu kawai mu huta mana 😭,1
ba shakka wannan zai taimaka wajen kare matasa daga fadawa tarkon yan taadda idon sukayi amfani da yanar gizo ko fcbk ko twitter😘,0
anzo wajen gashi nan katsina ana kashe mu su kuma yan bindiga an basu wanga umarnin ne🙄🙄,1
ya allah 🤲🤲 ka kawo karshen wannan kisa da akeyi a duk wani state allah ameen,0
duk dabara ne anyi mana alkawarin zamu sha jar miya ana so a mayar damu koriya😂,1
allah ya zaba duk wanda zai fi zama alkhairi ga jamaa aaameen 🙏,0
wallahi tsohon nan ya raina yan najeriya shekara 5 amma hakuri ya ke bayarwa kamar dole🙄,1
kaiii ashe ganduje ma akwai wanka😅,0
sannan zata ci gaba da kula mahmud koda yafi kamaye talauci 😅😅 wannan batu nata yayi amma jiki magayi 🤨ni nayi nan 🏃🏃,1
ubangiji ya allah kabashi lafiya fiye da yanda yake dan shekara bakwai ✌️,0
ai kuwa baki san annabin ba saw domin cewa yayi a tsinewa mata masu shiga irin wacce kike yi domin su ɗin tsinannanu ne😠,1
zancen banza tan bayar ku akai 😏😏,1
shegiya wai mekikasha kika danyi haiba ne da nasanki kamar tsintsiya kike 😂😂,1
allah yaji kansa da rahama allah yasa aljannah ce makomar sa ❤️🙏,0
allah ya kawomana karshen wannan masifakuma muna fatan gwamnati zatayi duk mai yuwuwa gorin kamo masu hannu awannandakuma hukuntasudomin kaucewa faruwan haka a gaba allah ya kyauta 😭😭😭😭,0
da muyi keawar dan tsohuwa wlh gara nigeria ta shiga irin halinda libya 🇱🇾 ta shiga,1
allah kawo mana sauki amin 🤔,0
kaji dan shegiya koh🤔,1
kamar ya tasha wuya😂,1
yau fha mutuniyar anyi wankan gida ko andawo daga yawon bude ido 😂😂,0
ko kyauta akabani bana so 😂😂😂,1
hakuri shine maganinta ai😂😂,0
hmmm wataranma cewa za ai muhakura da neman kudin domin gudun kar ayi garkuwa damu😏,1
💞 allah 💞 yah amince da wannan qudiri,0
yayikyau mal aminu saira amma fa gaskiya munkagau da muga amfara daura season 3 ko kuma asanr damu zuwa wane lokaci zaafara daurawa 🙏,0
daniskane kawai wanda besan darajar mutane ba🤷🏽‍♂️,1
shi wanga el rufai yamaida kansa buhari ko kunya bayaji shi a dole mai magana da yawun shugaban kasa 😎,1
sadau namu🙌 allah ya iya miki dan manzon allah,0
kaga garinda suka maida karuwanci sanaa 😂🤣🤣,1
dama ai to tururwa inta tashi lalacewa fiffke tatashi😭😂😂,1
wallahi ba abinda ya chanza haka dai yake yaudara ce kawai da ƙarya hm idan zaa gyara to a gyarani dai nayi nan🚶,1
yaallah ka kawo mana karshen wagga balai a nigeria😭🙏,0
idan kana iskancinka to katsaya iya jaharka amman inkashigo nan to tabbas zamu yimaka abinda baka tsammani koda babankae bihari😎,1
allah ya rabamu da tashin hankali😥,0
iska tana wahalshe dame kayan kara allah kasa ya debo da yawa amin 😂,0
allah ya ƙara mana soyayyar manzan saw kaiii wallahi har naji ina ƙaunar ki💖💖allah ubangiji ya barmu da soyayyar maaiki,0
dama gaskiya ana tauye musu hakkinsu 😭😭😭,1
wannan shine shugabanda yafi kowane shigoba a tarihin nigeria da allah yayimasa tsawancinkwana dabamucikin wannan halin 😫,0
hahaha allah yasa dai harda naka baba gandollar 💵,0
ancusai bazai barsu suyi shuruba🤣🤣,1
allah ya kiyaye wannan ba fata bane😒 da yardar allah hakan bazai faru damu a nigeria ba👈 allah muke roko ya yaye mana duk wata chunchin rayuwa da muke chiki🙏🙏🙏😭😭😭😭,0
hb dae ai kwankwaso yafi qarfin ka wllh namiji ne wllh 💪💪💪,0
ameen ya allah babban yaya💯,0
allah yyi mai rahama amin🙏,0
fadan da bbu ruwanka ddin kallo mu yan kaduna sai kallo muna dariya😂😂🤓,0
aslm alykm yan tashar arewa24 wlhi muna alfahari muna kuma farin cikin kallon shiryé shiyen ku suna qayatar da mu sosai dftan zkuga skona daga duhuwa🏡 niger🇳🇪 daga kasar abidjan côte divoire 🇨🇮,0
wlh baze taba jindadin mulkinnan b tunda b zabarsa akai b kuma wayanda ze mulka b sansa suke b allah kayimana sakayya🤲🏻,1
